变量,类型,阳性组(n=8),阴性组(n=24),统计方法,P值
首次异常D-二聚体检测数值（μg/ml FEU）_3.61,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.57,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.54,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.53,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.4,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.28,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.25,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.24,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.21,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
入院科室_血液科,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
入院科室_脊柱外科,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
入院科室_肾内科,分类,0/8 (0.0%),2/24 (8.3%),Fisher精确,1.0
入院科室_老年医学科,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
入院科室_神经外科,分类,0/8 (0.0%),2/24 (8.3%),Fisher精确,1.0
入院科室_神经内科,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
入院科室_甲乳血管外科,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
入院科室_甲乳外科,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
入院科室_消化内科,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
入院科室_泌尿外科,分类,1/8 (12.5%),2/24 (8.3%),Fisher精确,1.0
入院科室_普外科,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
入院科室_感染科,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.58,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.56,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.4,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.38,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.27,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.2,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.18,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.16,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.88,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.82,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.81,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.8,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.78,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_3.77,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.3,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.22,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.01,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.98,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.92,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.91,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.9,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.82,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.77,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.76,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.75,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.72,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.67,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.63,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_4.61,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_6.6,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_6.59,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_6.55,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_6.47,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_6.4,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_6.18,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_6.12,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.97,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.86,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.85,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.84,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.746,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.74,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_5.58,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_9.14,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_8.8,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_8.4,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_8.39,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.85,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.79,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.62,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.58,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.52,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.44,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.32,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.26,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.18,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.17,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_7.03,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_6.74,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_16.488,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_15.63,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_14.52,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_14.44,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_14.19,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_13.67,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_12.55,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_12.13,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_11.33,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_11.18,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_10.68,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_10.42,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_10.34,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_9.99,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_9.23,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_9.21,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_.双侧亚急性硬膜下血肿,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_＞20.00,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_69.25,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_63.67,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_50.54,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_45.99,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_29.74,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_26.67,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_25.44,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_25.39,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_24.08,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_23.42,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_22.0,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_21.7,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_18.12,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
首次异常D-二聚体检测数值（μg/ml FEU）_16.9,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_乳腺恶性肿瘤,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_乙状结肠肿瘤,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_丙型肝炎后肝硬化失代偿期,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_丘脑出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_不稳定型心绞痛,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_下肢静脉闭塞(右髂静脉),分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_下肢静脉血栓形成,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_下肢静脉血栓,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_下肢静脉曲张伴静脉炎( 左),分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_下肢静脉曲张,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_下肢肌肉损伤,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_下肢深静脉血栓形成,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_2型糖尿病足,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_2型糖尿病性下肢感染,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_2型糖尿病,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_1.双侧乳腺肿物性质待查：纤维腺瘤？乳腺腺病？乳腺癌？,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_双侧颈内动脉C5段动脉瘤可能,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_双侧膝关节骨性关节病,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_双侧腹股沟复发性直疝,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_卵巢黏液性囊腺瘤(右侧),分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_十二指肠腺癌并出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_动静脉内瘘狭窄(左上肢) 慢性肾脏病V期 慢性肾脏病贫血 慢性心力衰竭 肾性高血压 继发性甲状旁腺功能亢进 高磷血症 低钙血症,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_前列腺恶性肿瘤并多发骨转移,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_出血性脑梗死,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_冠状动脉粥样硬化性心脏病 三支病变,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_冠状动脉粥样硬化性心脏病,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_再生障碍性贫血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_全身多发损伤,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_充血性心力衰竭,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_便血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_低钾血症,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右肺嗜肺军团菌肺炎,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右肺上叶腺癌术后,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右侧髌骨骨折,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右侧颞叶出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右侧胫骨髁间棘骨折,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右侧股骨头缺血性坏死,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右侧基底节区脑出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右侧丘脑出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右乳导管乳头状原位癌（pTisN0M0 0期）,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_取除下腔静脉滤器,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_发热查因：重症肺炎？其他？,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_发热、呕吐,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_发热(社区获得性肺炎？) ,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_双肾多发错构瘤,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_双肺肺炎（肺炎克雷伯杆菌+白色念珠菌+克柔念珠菌）,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_双肺肺炎,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_大气道狭窄,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_多处受压区压疮 IV期,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_多发颅内动脉瘤破裂伴蛛网膜下腔出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_多发性大脑挫裂伤(双侧额叶、颞叶),分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_基底节出血(左侧) ,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_基底节出血(左侧),分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_基底节出血(右侧基底节、丘脑、侧脑室旁白质) ,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_基底节出血(右侧),分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_咯血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_呼吸心跳骤停,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_呼吸困难,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_吞咽困难,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右髂骨粉碎性骨折,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右膝半月板损伤,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右胫骨骨折 ,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_右肺肺炎,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左侧椎动脉V4段夹层动脉瘤,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左侧大隐静脉曲张,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左侧多发肋骨骨折（4-8肋）,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左侧基底节脑出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左侧基底节区脑出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左侧基底节区出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_尿毒症,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_子宫颈鳞状细胞癌(IB1期),分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_头晕查因：后循环缺血？,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_大面积脑梗死,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_大面积肺栓塞（高危组 ）,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_大脑动脉闭塞脑梗死,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_大脑前-前交通动脉瘤破裂伴蛛网膜下腔出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_大脑中动脉瘤破裂伴蛛网膜下隙出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_大脑中动脉狭窄,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性大面积脑梗死,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性多发脑梗死,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性冠脉综合征,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性上消化道出血：消化性溃疡并出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_心源性脑栓塞,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_心力衰竭,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左额叶、胼胝体膝部脑出血,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左腕关节腱鞘囊肿,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左腋神经损伤,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左胫骨平台骨折,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左肺腺癌Ⅲ期,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左股骨颈骨折,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左股骨粗隆下骨折术后,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左侧附件区转移性鳞癌,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左侧胫骨平台骨折,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_左侧股骨颈骨折,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性阑尾炎，急性胃肠炎,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性脑血管病,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性脑梗死？,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性脑梗死（左侧大脑半球）,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性脑梗死(左侧额顶枕叶、左侧侧脑室旁、右侧额叶 心源性栓塞型可能性大),分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性脑梗死 ,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性脑梗死,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性胆囊炎,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性肺栓塞,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性肺动脉栓塞,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性疼痛,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性消化道穿孔,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性消化道出血：消化性溃疡并出血？,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_急性暴发性心肌炎,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_急性心力衰竭,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_急性广泛前壁心肌梗死,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_手术后恶性肿瘤化学治疗,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_成人Ph-急性淋巴细胞白血病,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_慢性阻塞性肺病伴有急性加重,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_慢性阻塞性肺病伴有急性下呼吸道感染,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_慢性肾脏病V期 慢性心力衰竭 肾性贫血 低钙血症 高磷血症,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_慢性肾脏病IV期 肾性贫血 高磷血症 继发性甲状旁腺功能亢进 代谢性酸中毒 血液透析 血管透析导管的机械性并发症,分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_慢性肾脏病5期,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_慢性肺源性心脏病失代偿期,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_感染性休克,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_意识障碍(查因),分类,0/8 (0.0%),1/24 (4.2%),Fisher精确,1.0
主要疾病诊断_恶性肿瘤靶向治疗,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
主要疾病诊断_恶性肿瘤维持性化学治疗,分类,0/8 (0.0%),0/24 (0.0%),Fisher精确,1.0
